fecha,Barcelona_fabra,Barcelona,Sabadell_aero,Garriga,Castellar,Llica,el_Mogent,Mogoda,Gramenet
2003-01-01,0.0,0.0,0.0,0.254,0.0327,0.155,0.3985,0.12,3.6275
2003-01-02,0.0,0.0,,0.254,0.0281,0.151,0.3745,0.106,3.9471
2003-01-03,0.0,0.0,,0.246,0.0225,0.145,0.375,0.101,4.0174
2003-01-04,0.0,0.0,0.0,0.251,0.03,0.145,0.3720000000000001,0.099,3.9316
2003-01-05,18.1,16.4,2.1,0.241,0.0328,0.146,0.3686,0.097,3.7913
2003-01-06,1.0,0.2,4.3,0.644,0.0559,0.205,1.0558,0.516,7.6332
2003-01-07,0.0,0.5,,0.317,0.039,0.168,0.6,0.189,4.6152
2003-01-08,2.1,1.1,,0.314,0.0386,0.163,0.519,0.159,4.7008
2003-01-09,0.0,0.0,,0.309,0.0315,0.158,0.4775,0.138,4.4481
2003-01-10,0.0,0.0,,0.309,0.0327,0.153,0.419,0.13,4.3258
2003-01-11,0.0,0.0,0.5,0.269,0.0324,0.147,0.374,0.125,3.9437
2003-01-12,0.0,0.0,0.0,0.259,0.0326,0.14400000000000002,0.3684,0.111,3.6819
2003-01-13,0.0,0.0,0.0,0.259,0.0369,0.138,0.4548,0.111,3.918
2003-01-14,0.0,0.0,0.0,0.264,0.0311,0.136,0.3755,0.118,3.9258
2003-01-15,0.0,0.0,0.0,0.254,0.032,0.134,0.4443,0.115,4.0599
2003-01-16,0.0,0.0,0.0,0.251,0.0314,0.134,0.4105,0.115,3.951
2003-01-17,0.0,0.0,0.0,0.231,0.0311,0.136,0.4418,0.111,3.891
2003-01-18,,0.0,0.0,0.241,0.0363,0.132,0.374,0.108,3.6617
2003-01-19,2.2,5.0,1.4,0.236,0.0366,0.13699999999999998,0.4113,0.118,3.7636
2003-01-20,1.2,0.8,2.0,0.236,0.0294,0.132,0.419,0.12,3.891
2003-01-21,0.0,0.0,0.0,0.251,0.0327,0.13699999999999998,0.4320000000000001,0.133,4.2605
2003-01-22,0.0,0.0,0.0,0.212,0.0282,0.132,0.3765,0.106,3.8531
2003-01-23,0.0,0.0,0.0,0.201,0.0275,0.127,0.374,0.097,3.8248
2003-01-24,0.0,0.0,0.0,0.192,0.025,0.125,0.3718,0.094,3.7537
2003-01-25,0.0,0.0,0.0,0.192,0.0276,0.124,0.3684,0.097,3.593
2003-01-26,0.0,0.0,0.0,0.183,0.0307,0.121,0.363,0.09,3.3292
2003-01-27,0.0,0.0,0.0,0.183,0.0202,0.116,0.3567,0.081,3.4093
2003-01-28,0.0,0.0,,0.222,0.0193,0.118,0.3616,0.085,3.6273
2003-01-29,0.0,0.0,,0.183,0.0225,0.12,0.3644,0.094,3.7451
2003-01-30,0.0,0.0,,0.192,0.0235,0.077,0.363,0.104,3.4239
2003-01-31,0.0,0.0,,0.187,0.0245,0.076,0.3539,0.24,3.6944
2003-02-01,0.0,0.0,,0.183,0.0261,0.07400000000000001,0.3422,0.195,3.1592
2003-02-02,0.0,0.0,,0.172,0.024,0.073,0.3396,0.18600000000000005,2.9032
2003-02-03,0.0,0.0,,0.157,0.0253,0.07200000000000001,0.3319,0.118,3.2394
2003-02-04,0.0,0.0,0.0,0.161,0.0183,0.07,0.3168,0.064,3.4481
2003-02-05,0.0,0.0,0.0,0.159,0.0186,0.066,0.3308,0.077,3.2706
2003-02-06,0.0,0.0,0.0,0.159,0.0223,0.065,0.3181,0.056,3.1497
2003-02-07,0.0,0.0,0.0,0.145,0.0247,0.063,0.3124,0.056,3.2968
2003-02-08,0.0,0.0,0.1,0.13699999999999998,0.0229,0.065,0.3083,0.048,2.7691
2003-02-09,,0.0,0.0,0.133,0.0215,0.064,0.2927,0.044,2.5629
2003-02-10,0.0,0.0,0.0,0.133,0.0195,0.059,0.3148,0.043,2.9599
2003-02-11,0.0,0.0,0.0,0.133,0.0213,0.05,0.3049,0.044,2.998
2003-02-12,0.6,0.1,0.8,0.141,0.0249,0.053,0.3571,0.046,3.1597
2003-02-13,27.0,21.0,19.1,0.151,0.0234,0.053,0.3287,0.056,4.2208
2003-02-14,4.2,3.2,1.5,0.145,0.0277,0.053,0.332,0.085,4.8252
2003-02-15,0.2,0.0,0.5,0.133,0.029,0.037000000000000005,0.305,0.06,3.0068
2003-02-16,0.0,0.0,0.2,0.131,0.0258,0.034,0.2921,0.048,2.6047
2003-02-17,0.7,0.0,0.6,0.127,0.0272,0.02,0.2877,0.052000000000000005,2.9438
2003-02-18,1.4,1.2,,0.139,0.0254,0.031,0.3353,0.077,3.5157
2003-02-19,23.3,14.1,,0.261,0.0364,0.091,0.7245,0.324,5.4025
2003-02-20,15.7,8.3,,1.393,0.1823,0.226,1.806,1.01,22.9492
2003-02-21,,0.0,,1.589,0.0631,0.226,1.4191,0.461,17.8199
2003-02-22,2.2,4.6,4.6,1.215,0.0511,0.203,1.2444,0.195,7.0729
2003-02-23,0.0,0.0,0.3,0.97,0.0434,0.198,1.0479,0.14800000000000002,5.7063
2003-02-24,2.2,1.0,1.7,0.7829999999999999,0.0414,0.199,1.1146,0.138,5.7638
2003-02-25,34.7,16.7,28.8,0.8540000000000001,0.0632,0.22,1.0715,0.61,9.14
2003-02-26,29.0,7.5,,19.776,7.8808,0.455,4.6426,2.501,86.3216
2003-02-27,13.3,9.1,,11.888,2.8252,0.415,11.8325,3.5860000000000003,86.4959
2003-02-28,0.0,0.0,,2.611,0.4055,0.3,2.8317,1.5630000000000002,28.013
2003-03-01,0.0,0.0,0.0,1.879,0.1373,0.257,1.6425,1.063,17.6048
2003-03-02,0.0,0.0,0.0,1.526,0.1094,0.219,1.5374,0.706,7.8734
2003-03-03,0.0,0.0,,1.383,0.097,0.181,1.4955,0.573,7.8325
2003-03-04,0.0,11.5,,1.235,0.0883,0.17,1.4549,0.49,7.5115
2003-03-05,0.3,11.7,0.5,1.185,0.0939,0.17,1.4678,0.465,7.5726
2003-03-06,0.0,0.0,0.0,1.092,0.0882,0.17,1.4152,0.39,7.3248
2003-03-07,0.0,0.0,0.0,1.016,0.0817,0.17,1.3724,0.36,6.983
2003-03-08,0.0,0.0,0.0,0.867,0.0808,0.17,1.3672,0.313,6.4419
2003-03-09,0.0,0.0,0.0,0.738,0.0775,0.17,1.3243,0.28600000000000003,6.0365
2003-03-10,0.0,0.0,0.0,0.679,0.0712,0.17,1.2717,0.276,6.2801
2003-03-11,0.0,0.0,,0.6409999999999999,0.0683,0.17,1.2047,0.276,6.1715
2003-03-12,0.0,0.0,,0.609,0.0661,0.17,1.1491,0.243,6.1027
2003-03-13,0.0,0.0,0.0,0.546,0.0628,0.17,1.1025,0.225,5.8266
2003-03-14,0.0,0.0,0.0,0.507,0.0623,0.17,1.0386,0.207,5.6244
2003-03-15,2.7,0.0,1.9,0.474,0.0638,0.17,0.9718,0.201,5.4682
2003-03-16,0.0,0.0,0.0,0.407,0.0658,0.17,0.8979,0.21600000000000005,5.0626
2003-03-17,0.0,0.0,0.0,0.395,0.0636,0.17,0.7188,0.207,5.1862
2003-03-18,0.0,0.0,0.0,0.413,0.0633,0.17,0.6759,0.189,5.1046
2003-03-19,0.0,0.0,0.0,0.38,0.0629,0.17,0.6776,0.184,5.1065
2003-03-20,0.0,0.0,,0.371,0.0585,0.17,0.6634,0.181,5.0217
2003-03-21,0.0,0.0,,0.38,0.059,0.17,0.9236,0.153,5.1509
2003-03-22,0.0,0.0,0.0,0.342,0.0555,0.17,0.8544,0.14800000000000002,4.8651
2003-03-23,0.0,0.0,0.0,0.325,0.0538,0.17,0.6172,0.135,4.4748
2003-03-24,0.0,0.0,0.0,0.317,0.0526,0.17,0.4744,0.13,4.4896
2003-03-25,0.0,0.0,0.0,0.311,0.053,0.17,0.5071,0.133,4.6539
2003-03-26,0.0,0.0,0.0,0.311,0.0543,0.17,0.9316,0.13,5.0472
2003-03-27,1.9,0.8,2.8,0.317,0.0488,0.163,1.0559,0.135,5.1775
2003-03-28,8.2,2.0,10.0,0.536,0.0755,0.163,1.1437,0.313,6.7569
2003-03-29,0.0,0.1,10.3,0.604,0.0668,0.163,1.2585,0.303,6.3654
2003-03-30,2.3,2.4,1.3,0.423,0.0557,0.163,1.0982,0.207,5.5142
2003-03-31,0.4,1.1,1.3,0.395,0.0573,0.163,1.0313,0.21,5.4785
2003-04-01,0.0,0.0,0.0,0.362,0.055,0.163,1.1596,0.18600000000000005,5.5266
2003-04-02,0.7,2.1,0.0,0.368,0.0569,0.163,1.2005,0.17800000000000002,5.4983
2003-04-03,0.0,0.0,0.0,0.413,0.0509,0.159,1.1691,0.151,5.3947
2003-04-04,0.0,0.0,0.0,0.322,0.0454,0.158,1.0301,0.135,5.12
2003-04-05,0.0,0.0,0.0,0.292,0.0428,0.149,0.7731,0.125,4.538
2003-04-06,0.0,0.0,0.0,0.264,0.0424,0.14300000000000002,0.6666,0.094,4.011
2003-04-07,0.0,0.0,0.0,0.259,0.0438,0.141,0.6822,0.101,4.4422
2003-04-08,,0.0,0.0,0.274,0.0471,0.124,0.5755,0.101,4.3209
2003-04-09,7.8,5.8,8.5,0.259,0.0503,0.129,0.5091,0.101,4.3651
2003-04-10,0.0,0.0,2.2,0.59,0.0542,0.195,0.9814,0.397,6.9762
2003-04-11,0.0,0.0,0.0,0.325,0.0462,0.151,1.0308,0.153,4.7063
2003-04-12,0.0,0.0,0.0,0.282,0.0497,0.147,0.7712,0.113,4.0917
2003-04-13,0.0,0.0,0.0,0.259,0.044,0.141,0.513,0.101,3.3622
2003-04-14,3.1,0.0,1.1,0.251,0.0505,0.145,0.6791,0.09,4.1972
2003-04-15,,0.1,0.1,0.259,0.0454,0.139,0.9367,0.113,4.6669
2003-04-16,0.0,0.0,0.0,0.251,0.0406,0.12,0.7308,0.104,4.1661
2003-04-17,0.0,0.0,0.0,0.241,0.0393,0.11,0.6765,0.052000000000000005,3.7335
2003-04-18,0.0,0.0,0.0,0.241,0.0391,0.058,0.6443,0.044,3.2143
2003-04-19,3.6,2.3,0.3,0.241,0.0444,0.042,0.6195,0.046,3.1846
2003-04-20,1.3,0.6,0.2,0.241,0.0461,0.042,0.6559,0.075,3.3797
2003-04-21,0.0,0.0,0.0,0.241,0.0426,0.042,0.5946,0.066,3.3428
2003-04-22,0.0,0.0,,0.236,0.0436,0.042,0.7025,0.066,3.8102
2003-04-23,0.0,0.0,,0.234,0.0461,0.042,0.8112,0.048,3.9744
2003-04-24,0.0,0.0,0.0,0.236,0.0439,0.041,0.9814,0.043,4.2112
2003-04-25,0.0,0.0,0.0,0.231,0.0416,0.041,0.7137,0.052000000000000005,3.8929
2003-04-26,,0.0,0.0,0.231,0.045,0.041,0.6639,0.066,3.5835
2003-04-27,0.0,0.0,0.0,0.227,0.04,0.04,0.6139,0.041,3.3338
2003-04-28,0.0,0.0,0.0,0.222,0.0333,0.041,0.5852,0.032,3.628
2003-04-29,,0.0,0.3,0.203,0.0383,0.04,0.6306,0.031,3.7284
2003-04-30,0.0,0.0,0.0,0.194,0.0398,0.04,0.6626,0.03,3.7164
2003-05-01,,0.0,0.3,0.19,0.0347,0.041,0.5837,0.029,3.2744
2003-05-02,0.0,0.0,0.0,0.205,0.0384,0.041,0.5849,0.027000000000000003,3.2243
2003-05-03,0.0,0.0,0.0,0.205,0.0387,0.041,0.5823,0.024,3.1091
2003-05-04,0.0,0.0,0.0,0.205,0.0333,0.042,0.605,0.023,3.111
2003-05-05,2.1,0.5,0.6,0.201,0.041,0.043,0.6245,0.022,3.5989
2003-05-06,18.4,5.8,8.3,0.196,0.0485,0.044,0.6362,0.029,3.8087
2003-05-07,1.1,0.4,1.1,0.285,0.057,0.084,0.9429,0.17800000000000002,5.9491
2003-05-08,0.0,0.0,0.0,0.22,0.0527,0.081,0.6821,0.043,3.9765
2003-05-09,0.0,0.0,0.0,0.201,0.0416,0.07,0.5379999999999999,0.032,3.7211
2003-05-10,0.0,0.0,0.0,0.196,0.0387,0.056,0.4199,0.03,3.2516
2003-05-11,0.0,0.0,0.0,0.192,0.0385,0.045,0.4258,0.026,3.1704
2003-05-12,0.0,0.0,0.0,0.192,0.0361,0.043,0.3691,0.018000000000000002,2.9606
2003-05-13,0.0,0.0,0.0,0.092,0.046,0.042,0.2501,0.008,3.1239
2003-05-14,0.0,0.0,0.0,0.092,0.0431,0.042,0.2445,0.004,3.1195
2003-05-15,,0.0,0.0,0.094,0.0494,0.043,0.2701,0.0,3.1512
2003-05-16,0.4,0.4,0.8,0.094,0.0506,0.043,0.3035,0.019,3.3574
2003-05-17,0.0,0.0,0.0,0.133,0.0549,0.061,0.3228,0.042,3.2454
2003-05-18,0.0,0.0,0.0,0.11,0.0504,0.059,0.3079,0.026,2.8567
2003-05-19,3.5,13.5,6.7,0.101,0.0485,0.046,0.2735,0.0,3.4035
2003-05-20,0.0,0.0,0.0,0.102,0.0521,0.048,0.3286,0.064,3.6202
2003-05-21,0.0,0.0,0.0,0.104,0.0549,0.044,0.3172,0.02,3.3095
2003-05-22,0.0,0.0,0.0,0.104,0.0568,0.043,0.3273,0.01,3.2445
2003-05-23,0.0,0.0,0.0,0.104,0.0539,0.042,0.3357,0.0,3.2325
2003-05-24,20.0,14.4,13.0,0.104,0.0577,0.042,0.3238,0.0,2.9930000000000003
2003-05-25,7.2,1.0,14.4,0.264,0.0694,0.15,0.7765,0.269,6.8835
2003-05-26,0.2,0.0,0.0,0.14300000000000002,0.056,0.112,0.5118,0.111,4.1625
2003-05-27,,0.0,0.0,0.108,0.0522,0.096,0.4024,0.037000000000000005,3.6354
2003-05-28,0.0,0.0,0.0,0.092,0.0483,0.086,0.3826,0.026,3.4356
2003-05-29,0.0,0.0,0.0,0.092,0.0519,0.083,0.3655,0.021,3.38
2003-05-30,0.0,0.0,0.0,0.092,0.0473,0.079,0.3418,0.018000000000000002,3.2336
2003-05-31,0.0,0.0,0.0,0.092,0.039,0.08,0.3331,0.009000000000000001,2.9674
2003-06-01,0.0,0.0,0.0,0.092,0.0444,0.068,0.3253,0.0,2.8065
2003-06-02,0.0,0.0,0.0,0.092,0.046,0.073,0.3289,0.0,3.0567
2003-06-03,0.0,0.0,0.0,0.048,0.0531,0.052000000000000005,0.3313,0.0,3.1022
2003-06-04,0.0,0.0,0.0,0.017,0.057,0.047,0.3111,0.0,3.062
2003-06-05,,0.0,0.0,0.022,0.0568,0.043,0.3056,0.0,3.0954
2003-06-06,0.0,0.0,0.0,0.023,0.0582,0.045,0.3204,0.0,3.0851
2003-06-07,0.0,0.0,0.0,0.019,0.0557,0.042,0.3179,0.0,2.8212
2003-06-08,0.0,0.0,0.0,0.018000000000000002,0.0613,0.041,0.3238,0.0,2.4991
2003-06-09,0.0,0.0,0.0,0.018000000000000002,0.062,0.04,0.3243,0.0,2.8280000000000003
2003-06-10,0.0,0.0,0.0,0.018000000000000002,0.068,0.04,0.3336,0.0,3.0036
2003-06-11,0.0,0.0,0.0,0.014,0.0661,0.038,0.3179,0.0,2.9877
2003-06-12,0.0,0.0,,0.013,0.0657,0.038,0.2998,0.0,2.9628
2003-06-13,0.0,0.0,,0.013,0.0565,0.038,0.3978,0.0,3.0401
2003-06-14,,0.0,0.0,0.013,0.0352,0.038,0.3521,0.0,2.6664
2003-06-15,0.0,0.0,0.0,0.013,0.0144,0.037000000000000005,0.3317,0.0,2.4943
2003-06-16,0.0,0.0,0.0,0.013,0.0157,0.037000000000000005,0.3306,0.0,2.8853
2003-06-17,,0.0,0.0,0.01,0.0153,0.038,0.3345,0.0,2.995
2003-06-18,0.0,0.0,0.0,0.01,0.0115,0.039,0.3219,0.0,3.0158
2003-06-19,0.0,0.0,0.0,0.017,0.0105,0.038,0.2922,0.0,2.8923
2003-06-20,0.0,0.0,0.0,0.013,0.0114,0.038,0.2798,0.0,2.8528
2003-06-21,0.0,0.0,0.0,0.013,0.0138,0.037000000000000005,0.273,0.0,2.5166
2003-06-22,0.0,0.0,0.0,0.013,0.0091,0.036000000000000004,0.267,0.0,2.2784
2003-06-23,0.0,0.0,0.0,0.013,0.0097,0.036000000000000004,0.2415,0.0,2.3125
2003-06-24,,0.0,0.0,0.013,0.0215,0.036000000000000004,0.2178,0.0,2.1989
2003-06-25,0.0,0.0,0.0,0.013,0.0262,0.035,0.2287,0.0,2.7510000000000003
2003-06-26,0.0,0.0,0.0,0.013,0.0402,0.035,0.2624,0.0,2.8743
2003-06-27,0.0,0.0,6.4,0.013,0.0459,0.035,0.3176,0.0,3.6983
2003-06-28,,0.0,0.0,0.053,0.0445,0.035,0.3118,0.02,2.8473
2003-06-29,0.0,0.0,0.0,0.018000000000000002,0.0309,0.035,0.3083,0.0,2.3569
2003-06-30,0.0,0.0,0.0,0.016,0.0231,0.034,0.3148,0.0,2.7814
2003-07-01,0.0,0.0,,0.013,0.0269,0.033,0.2765,0.0,2.7658
2003-07-02,0.0,0.0,,0.013,0.0328,0.033,0.2588,0.0,2.7932
2003-07-03,1.5,0.0,,0.013,0.0341,0.032,0.2297,0.0,2.7292
2003-07-04,2.1,2.6,0.0,0.014,0.0342,0.034,0.2649,0.0,2.8412
2003-07-05,0.0,0.0,0.0,0.014,0.0267,0.033,0.2635,0.0,2.5062
2003-07-06,0.0,0.0,0.0,0.014,0.033,0.033,0.2513,0.0,2.1637
2003-07-07,0.0,0.0,,0.014,0.0317,0.032,0.2268,0.0,2.6374
2003-07-08,0.5,0.3,,0.011,0.0375,0.031,0.2738,0.0,2.7782
2003-07-09,0.2,0.2,,0.01,0.0402,0.031,0.2647,0.0,2.8681
2003-07-10,0.0,0.0,0.0,0.01,0.0331,0.03,0.2783,0.0,2.8565
2003-07-11,0.0,0.0,,0.009000000000000001,0.024,0.03,0.2523,0.0,2.7392
2003-07-12,0.0,0.0,,0.008,0.0248,0.03,0.1608,0.0,2.3835
2003-07-13,0.0,0.0,,0.008,0.0239,0.03,0.1309,0.0,1.9825
2003-07-14,0.0,0.0,,0.006999999999999999,0.0369,0.03,0.1231,0.0,2.4592
2003-07-15,0.0,0.0,,0.008,0.0528,0.03,0.1252,0.0,2.5575
2003-07-16,0.0,0.0,,0.008,0.0492,0.029,0.1244,0.0,2.543
2003-07-17,0.0,0.0,,0.009000000000000001,0.0447,0.029,0.1315,0.0,2.5551
2003-07-18,0.0,0.0,0.0,0.009000000000000001,0.0285,0.029,0.1376,0.0,2.6587
2003-07-19,0.0,0.0,0.0,0.009000000000000001,0.0223,0.028,0.2027,0.0,2.4021
2003-07-20,,0.0,0.0,0.008,0.0357,0.028,0.2076,0.0,2.2258
2003-07-21,0.0,0.0,0.0,0.008,0.0268,0.027000000000000003,0.2056,0.0,2.5493
2003-07-22,0.0,0.0,0.0,0.008,0.0373,0.026,0.1948,0.0,2.6592
2003-07-23,0.0,0.0,0.0,0.006999999999999999,0.0405,0.027000000000000003,0.1848,0.0,2.6443
2003-07-24,0.0,0.0,0.0,0.017,0.0484,0.027000000000000003,0.1392,0.0,2.6143
2003-07-25,0.0,0.0,0.0,0.011,0.0537,0.027000000000000003,0.1706,0.0,2.6316
2003-07-26,0.0,0.0,0.0,0.008,0.0354,0.026,0.1375,0.0,2.2937
2003-07-27,0.0,0.0,0.0,0.006999999999999999,0.0364,0.026,0.1209,0.0,1.9851
2003-07-28,0.0,0.0,0.0,0.006999999999999999,0.0433,0.01,0.1127,0.0,2.3408
2003-07-29,0.0,0.0,0.0,0.008,0.043,0.0,0.2999,0.0,2.5462
2003-07-30,0.0,0.0,0.0,0.07200000000000001,0.0292,0.0,0.1516,0.0,2.4645
2003-07-31,0.0,0.0,0.0,0.3,0.0343,0.044,0.2527,0.0,2.8760000000000003
2003-08-01,0.0,0.0,0.0,0.053,0.036000000000000004,0.03,0.1745,0.0,2.5345
2003-08-02,0.0,0.0,0.0,0.033,0.0273,0.03,0.1377,0.0,2.0658
2003-08-03,0.0,0.0,0.0,0.022,0.0274,0.03,0.2255,0.0,1.9528
2003-08-04,0.0,0.0,0.0,0.016,0.027000000000000003,0.03,0.6283,0.0,2.6347
2003-08-05,0.0,0.0,0.0,0.01,0.0226,0.03,0.8,0.0,2.8031
2003-08-06,0.0,0.0,0.0,0.009000000000000001,0.0254,0.03,0.3505,0.0,2.3295
2003-08-07,0.0,0.0,0.0,0.009000000000000001,0.024,0.029,0.2573,0.0,2.1985
2003-08-08,0.0,0.0,0.0,0.009000000000000001,0.0212,0.029,0.4624,0.0,2.3803
2003-08-09,0.0,0.0,0.0,0.009000000000000001,0.0218,0.029,0.2149,0.0,1.921
2003-08-10,0.0,0.0,0.0,0.009000000000000001,0.0198,0.029,0.1779,0.0,1.7749
2003-08-11,0.0,0.0,0.0,0.009000000000000001,0.0166,0.028,0.1506,0.0,1.9245
2003-08-12,0.0,0.0,0.0,0.009000000000000001,0.0208,0.028,0.4351,0.0,2.1845
2003-08-13,0.0,0.0,0.0,0.009000000000000001,0.0175,0.028,0.25,0.0,2.0205
2003-08-14,0.0,0.0,0.0,0.009000000000000001,0.0138,0.027000000000000003,0.2322,0.0,1.8953
2003-08-15,0.0,0.0,0.0,0.009000000000000001,0.0196,0.026,0.2346,0.0,1.8814
2003-08-16,0.0,0.0,,0.009000000000000001,0.0294,0.027000000000000003,0.2379,0.0,1.822
2003-08-17,16.3,14.6,,0.3,0.0687,0.107,0.7581,0.234,10.3401
2003-08-18,0.0,0.0,0.0,0.145,0.0128,0.035,0.3641,0.085,5.0779
2003-08-19,0.0,0.0,0.0,0.039,0.0112,0.033,0.3281,0.0,3.6959
2003-08-20,0.0,0.0,0.0,0.03,0.0095,0.034,0.8003,0.0,3.7773
2003-08-21,,0.0,0.0,0.018000000000000002,0.0095,0.034,1.0276,0.0,3.929
2003-08-22,0.0,0.0,0.0,0.018000000000000002,0.0089,0.033,0.6782,0.0,3.4121
2003-08-23,0.0,0.0,0.0,0.018000000000000002,0.0098,0.033,0.3326,0.0,2.7641
2003-08-24,0.0,0.0,0.0,0.016,0.0084,0.033,0.3109,0.0,2.6154
2003-08-25,0.0,0.0,0.0,0.013,0.0519,0.032,0.7513,0.0,3.2678
2003-08-26,0.0,0.0,0.0,0.016,0.08199999999999999,0.031,0.3654,0.0,2.888
2003-08-27,0.0,0.0,0.0,0.016,0.0665,0.03,0.2876,0.0,2.8224
2003-08-28,0.0,0.0,0.0,0.018000000000000002,0.0999,0.03,0.2511,0.0,2.7665
2003-08-29,0.0,0.0,0.0,0.017,0.0911,0.03,0.2925,0.0,2.7106
2003-08-30,0.0,0.0,,0.013,0.0921,0.03,0.354,0.0,2.5503
2003-08-31,15.1,16.7,,0.019,0.1136,0.03,1.0336,0.0,3.3236
2003-09-01,0.0,0.0,0.0,0.306,0.1082,0.147,0.9819,0.331,9.6687
2003-09-02,0.4,0.0,0.0,0.217,0.0073,0.041,0.4473,0.0,6.3212
2003-09-03,,0.0,0.0,0.097,0.006999999999999999,0.036000000000000004,0.4077,0.0,5.3198
2003-09-04,0.9,0.5,0.0,0.047,0.0073,0.036000000000000004,0.6234,0.0,5.1635
2003-09-05,15.6,3.3,0.0,0.039,0.0077,0.036000000000000004,0.5873,0.0,4.9576
2003-09-06,0.0,0.0,,0.038,0.0076,0.036000000000000004,0.4462,0.035,5.7477
2003-09-07,23.6,6.1,,0.117,0.0364,0.188,1.1605,0.638,11.4942
2003-09-08,0.8,0.2,0.0,0.141,0.0117,0.076,0.937,0.153,5.3673
2003-09-09,0.0,0.0,0.5,0.065,0.0073,0.044,0.5489999999999999,0.016,4.4702
2003-09-10,0.0,0.0,0.0,0.054000000000000006,0.0069,0.039,0.7229,0.0,4.381
2003-09-11,0.0,0.0,0.0,0.05,0.0071,0.036000000000000004,0.5198,0.0,3.7577
2003-09-12,0.0,0.0,0.0,0.045,0.006999999999999999,0.035,0.423,0.039,3.5896
2003-09-13,0.0,0.0,0.0,0.041,0.006999999999999999,0.035,0.6185,0.0,3.4904
2003-09-14,0.0,0.0,0.0,0.037000000000000005,0.0068,0.035,0.6647,0.0,3.3621
2003-09-15,0.0,0.0,0.0,0.028,0.0394,0.035,0.4802,0.0,3.3583
2003-09-16,0.0,0.0,0.3,0.031,0.105,0.034,0.3547,0.0,3.3348
2003-09-17,0.0,0.0,0.0,0.028,0.1248,0.034,0.3406,0.0,3.2069
2003-09-18,0.0,0.0,0.0,0.026,0.1892,0.033,0.3388,0.0,3.1128
2003-09-19,0.0,0.0,0.0,0.027000000000000003,0.125,0.033,0.3341,0.0,3.0731
2003-09-20,0.0,0.0,0.0,0.031,0.0425,0.032,0.3241,0.0,2.4971
2003-09-21,,0.0,0.0,0.024,0.0933,0.032,0.3089,0.0,2.5571
2003-09-22,1.5,2.7,0.2,0.027000000000000003,0.0922,0.037000000000000005,0.3112,0.0,3.037
2003-09-23,4.1,4.0,0.1,0.438,0.054000000000000006,0.204,0.7831,0.433,5.2775
2003-09-24,0.4,0.8,0.0,0.099,0.0075,0.076,0.3547,0.046,3.1451
2003-09-25,0.0,0.0,0.0,0.08,0.0071,0.047,0.3457,0.0,2.9737
2003-09-26,0.2,0.0,,0.067,0.0072,0.044,0.341,0.0,2.9236
2003-09-27,27.5,24.5,,0.078,0.0152,0.104,0.968,0.192,4.1491
2003-09-28,2.5,0.3,0.0,0.095,0.0088,0.057,0.4451,0.058,3.1346
2003-09-29,0.0,0.0,,0.536,0.0099,0.085,0.5847,0.019,3.9115
2003-09-30,20.4,37.5,,0.133,0.0142,0.104,0.6241,0.146,4.1012
2003-10-01,0.0,0.0,0.0,0.6409999999999999,0.0204,0.134,0.6572,0.386,5.1636
2003-10-02,0.0,0.0,0.0,0.203,0.0086,0.119,0.4099,0.092,3.5581
2003-10-03,0.0,0.0,0.0,0.121,0.0071,0.11,0.3545,0.013,3.3129
2003-10-04,,0.0,0.0,0.09,0.0078,0.098,0.3522,0.002,2.8549
2003-10-05,0.0,0.0,0.0,0.075,0.0079,0.081,0.3556,0.0,2.6008
2003-10-06,0.0,0.0,0.1,0.073,0.0084,0.068,0.3383,0.0,2.8808
2003-10-07,0.0,0.0,0.0,0.068,0.0096,0.058,0.7213,0.0,3.2932
2003-10-08,0.0,0.0,0.0,0.067,0.0091,0.048,0.3639,0.0,2.8855
2003-10-09,0.0,0.0,0.0,0.062,0.0119,0.045,0.331,0.0,3.796
2003-10-10,0.0,0.0,0.0,0.059,0.0116,0.05,0.3337,0.0,5.9206
2003-10-11,0.0,0.0,0.4,0.06,0.0101,0.046,0.3288,0.0,5.6834
2003-10-12,,0.0,0.8,0.06,0.0106,0.04,0.33,0.0,5.4853
2003-10-13,0.0,0.0,0.1,0.097,0.009000000000000001,0.039,0.3378,0.0,6.1296
2003-10-14,5.6,6.2,1.1,0.17800000000000002,0.0103,0.042,0.3416,0.0,6.1597
2003-10-15,4.6,3.7,5.7,0.099,0.1103,0.048,0.4061,0.0,7.0438
2003-10-16,46.9,31.3,38.4,0.261,,0.071,0.6968,0.058,7.9876
2003-10-17,26.3,0.0,29.6,0.8759999999999999,,0.177,1.2099,1.051,34.1007
2003-10-18,,0.0,0.1,2.0340000000000003,,0.188,1.4792,0.564,28.7781
2003-10-19,19.4,6.0,13.8,1.372,0.029,0.227,1.3809,0.421,25.2785
2003-10-20,0.0,0.0,0.0,1.3130000000000002,0.0165,0.184,1.9791,0.243,20.9917
2003-10-21,4.6,0.5,0.9,0.7659999999999999,0.0182,0.161,1.2451,0.046,16.7901
2003-10-22,10.2,4.6,7.6,0.4320000000000001,0.0107,0.16899999999999998,1.1337,0.189,9.6899
2003-10-23,0.0,0.0,0.0,0.311,0.0159,0.14300000000000002,1.0847,0.058,8.1923
2003-10-24,0.0,0.0,0.0,0.199,0.009000000000000001,0.132,0.7679,0.036000000000000004,7.4783
2003-10-25,0.0,0.0,0.2,0.153,0.0127,0.128,0.6758,0.026,6.8984
