fecha,Barcelona_fabra,Barcelona,Sabadell_aero,Garriga,Castellar,Llica,el_Mogent,Mogoda,Gramenet
2004-12-16,0.0,0.0,0.0,0.104,,0.129,0.4167,0.042,3.3636
2004-12-17,0.0,0.0,0.0,0.095,,0.122,0.4418,0.042,3.284
2004-12-18,0.0,0.0,0.0,0.092,,0.119,0.4565,0.043,3.068
2004-12-19,0.0,0.0,0.0,0.08800000000000001,,0.114,0.4207,0.041,2.8457
2004-12-20,12.4,8.3,0.0,0.083,,0.1,0.4525,0.04,2.969
2004-12-21,0.0,0.0,0.0,0.084,,0.099,0.4899,0.036000000000000004,3.062
2004-12-22,0.0,0.0,0.0,0.084,,0.097,0.4401,0.038,3.1433
2004-12-23,0.0,0.0,0.0,0.08,,0.096,0.4756,0.037000000000000005,3.1418
2004-12-24,0.0,0.0,0.0,0.083,,0.095,0.4666,0.037000000000000005,3.0987
2004-12-25,10.7,13.7,9.3,0.08900000000000001,,0.109,0.5453,0.062,3.9716
2004-12-26,0.0,0.0,0.0,0.166,,0.124,0.5453,0.146,5.1437
2004-12-27,0.0,0.0,0.0,0.096,,0.105,0.4015,0.052000000000000005,2.9305
2004-12-28,0.0,0.0,0.0,0.09,,0.101,0.353,0.046,2.9305
2004-12-29,0.0,0.0,0.0,0.081,,0.097,0.3314,0.044,2.9305
2004-12-30,0.0,0.0,0.0,0.081,,0.098,0.3423,0.042,2.9305
2004-12-31,0.0,0.0,0.0,0.079,,0.095,0.3404,0.042,2.8364
2005-01-01,0.0,0.0,0.0,0.081,,0.08900000000000001,0.3384,0.038,2.5885
2005-01-02,0.0,0.0,0.0,0.079,,0.09,0.3266,0.038,2.7323
2005-01-03,0.0,0.0,0.0,0.078,,0.09,0.3629,0.04,2.7178
2005-01-04,0.0,0.0,0.0,0.077,,0.08800000000000001,0.5339,0.041,2.9878
2005-01-05,0.0,0.0,0.0,0.078,,0.084,0.5746,0.042,3.0897
2005-01-06,0.0,0.0,0.0,0.081,,0.087,0.3453,0.04,2.6998
2005-01-07,0.0,2.8,0.0,0.078,,0.09,0.3614,0.039,2.7091
2005-01-08,0.0,,0.0,0.078,,0.092,0.3522,0.039,2.7206
2005-01-09,0.0,0.0,0.0,0.078,,0.093,0.3898,0.039,2.6739
2005-01-10,0.0,0.0,0.0,0.078,,0.094,0.5029,0.039,2.9916
2005-01-11,0.0,0.0,0.0,0.08199999999999999,,0.097,0.3634,0.038,3.0516
2005-01-12,0.0,0.0,0.0,0.078,,0.098,0.35200000000000004,0.04,3.0306
2005-01-13,0.0,0.0,0.0,0.078,,0.095,0.3623,0.04,3.0965
2005-01-14,0.0,0.0,0.0,0.075,,0.093,0.4311,0.041,3.1264
2005-01-15,0.0,0.0,0.0,0.07200000000000001,,0.093,0.4693,0.041,3.0622
2005-01-16,0.0,0.0,0.0,0.071,,0.091,0.3442,0.039,2.7473
2005-01-17,0.0,0.0,0.0,0.069,,0.093,0.3502,0.04,2.9044
2005-01-18,0.0,0.0,0.0,0.069,,0.091,0.3402,0.042,3.0586
2005-01-19,0.0,0.0,0.0,0.07,,0.087,0.3388,0.04,3.0169
2005-01-20,0.0,0.0,0.0,0.071,,0.08800000000000001,0.3363,0.039,2.9941
2005-01-21,0.0,0.0,0.0,0.07,0.0014,0.091,0.3275,0.038,2.9918
2005-01-22,0.0,0.0,0.0,0.07,0.0016,0.08900000000000001,0.34,0.037000000000000005,2.9354
2005-01-23,0.0,0.0,0.0,0.069,0.0016,0.093,0.3554,0.039,2.7035
2005-01-24,,,0.0,0.064,0.0012,0.091,0.3412,0.039,2.7718
2005-01-25,0.0,0.0,0.0,0.065,0.0022,0.09,0.34600000000000003,0.04,2.7814
2005-01-26,0.0,0.0,0.0,0.067,0.0024,0.092,0.34,0.041,2.906
2005-01-27,0.0,0.0,0.0,0.068,0.0033,0.098,0.3809,0.043,3.0035
2005-01-28,0.0,0.0,0.0,0.071,0.0033,0.099,0.3508,0.044,3.0886
2005-01-29,0.0,0.0,0.0,0.073,0.0019,0.095,0.3421,0.043,2.9394
2005-01-30,0.0,0.0,0.0,0.067,0.0022,0.08800000000000001,0.349,0.042,2.5945
2005-01-31,0.0,0.0,0.0,0.061,0.0026,0.07200000000000001,0.3396,0.039,2.7467
2005-02-01,0.0,0.0,0.0,0.061,0.0023,0.069,0.3323,0.033,2.9317
2005-02-02,0.0,0.0,0.0,0.067,0.0023,0.065,0.3552,0.03,2.9536
2005-02-03,0.0,0.0,0.0,0.065,0.0015,0.073,0.3479,0.032,2.8161
2005-02-04,0.0,0.0,0.0,0.066,0.0031,0.063,0.3474,0.033,2.8229
2005-02-05,0.8,2.3,0.1,0.068,0.0019,0.054000000000000006,0.3482,0.032,2.7078
2005-02-06,17.4,13.4,12.6,0.069,0.0024,0.054000000000000006,0.6178,0.051,4.1663
2005-02-07,9.5,,4.4,0.267,0.0032,0.117,0.9119,0.272,7.1949
2005-02-08,9.3,6.8,7.7,0.408,0.0021,0.141,1.0881,0.208,7.2761
2005-02-09,0.4,0.0,0.0,0.5920000000000001,0.0031,0.168,1.0733,0.402,8.6621
2005-02-10,0.0,19.0,0.0,0.223,0.0024,0.153,0.6759,0.058,4.1496
2005-02-11,0.0,0.0,0.0,0.154,0.0018,0.157,0.5732,0.044,3.6703
2005-02-12,0.0,0.0,0.0,0.132,0.0014,0.14400000000000002,0.3784,0.041,3.3307
2005-02-13,0.0,0.0,,0.114,0.0014,0.129,0.3629,0.042,2.9906
2005-02-14,0.0,0.0,,0.115,0.0014,0.122,0.3613,0.043,3.0614
2005-02-15,0.0,0.0,,0.111,0.0018,0.118,0.3781,0.044,3.239
2005-02-16,0.0,0.0,0.0,0.098,0.0023,0.111,0.3329,0.043,3.1098
2005-02-17,0.0,0.0,0.0,0.092,0.006,0.086,0.339,0.044,3.0182
2005-02-18,0.0,0.0,0.0,0.08,0.0028,0.08,0.3448,0.044,3.0004
2005-02-19,0.0,0.0,0.0,0.08800000000000001,0.0028,0.075,0.3349,0.043,2.8879
2005-02-20,5.0,9.4,1.3,0.081,0.0017,0.079,0.3391,0.045,2.7353
2005-02-21,0.0,0.0,0.0,0.1,0.0,0.092,0.3911,0.081,3.4526
2005-02-22,0.2,0.2,0.0,0.083,0.0006,0.087,0.4495,0.052000000000000005,3.0913
2005-02-23,,0.0,0.0,0.081,0.0119,0.08,0.3559,0.047,3.0065
2005-02-24,,0.1,0.0,0.079,0.0284,0.069,0.3506,0.044,2.9165
2005-02-25,,0.0,0.0,0.08,0.0348,0.068,0.3444,0.044,2.9276
2005-02-26,0.0,0.0,0.0,0.081,0.0269,0.061,0.3461,0.043,2.7304
2005-02-27,13.0,10.0,1.9,0.076,0.0237,0.056,0.4888,0.042,2.597
2005-02-28,0.0,2.6,0.0,0.077,0.0247,0.059,0.7795,0.051,3.5433
2005-03-01,0.0,0.0,0.0,0.084,0.0288,0.06,0.3875,0.044,2.9518
2005-03-02,,0.0,0.0,0.077,0.0387,0.058,0.3595,0.042,2.8448
2005-03-03,0.0,0.0,0.0,0.077,0.0261,0.056,0.4777,0.04,2.9099
2005-03-04,0.0,0.0,0.0,0.079,0.0288,0.061,0.3673,0.04,2.8311
2005-03-05,0.0,0.0,0.0,0.075,0.032,0.066,0.3917,0.04,2.7497
2005-03-06,0.0,0.0,0.0,0.064,0.022,0.067,0.3549,0.039,2.4753
2005-03-07,0.0,0.0,0.0,0.059,0.0282,0.07,0.3604,0.039,2.5164
2005-03-08,0.0,0.0,0.0,0.056,0.0287,0.078,0.3632,0.04,2.6706
2005-03-09,0.0,0.0,0.0,0.063,0.0269,0.066,0.3279,0.04,2.6754
2005-03-10,0.0,0.0,0.0,0.069,0.0306,0.063,0.3442,0.039,2.7304
2005-03-11,6.9,8.8,8.8,0.069,0.0348,0.07200000000000001,0.4246,0.112,5.5141
2005-03-12,0.0,0.0,0.0,0.079,0.0291,0.085,0.3549,0.057,3.6383
2005-03-13,0.0,0.0,0.0,0.064,0.0275,0.086,0.4013,0.041,3.1736
2005-03-14,,0.0,0.0,0.058,0.0385,0.08900000000000001,0.3511,0.037000000000000005,3.2949
2005-03-15,0.0,0.0,0.0,0.057,0.0368,0.091,0.3455,0.033,3.3566
2005-03-16,0.0,0.0,0.0,0.058,0.0289,0.08199999999999999,0.35600000000000004,0.033,3.3856
2005-03-17,0.0,0.0,0.0,0.059,0.0228,0.085,0.3607,0.032,3.3711
2005-03-18,0.0,0.0,0.0,0.055,0.0199,0.08800000000000001,0.3438,0.028,3.3591
2005-03-19,0.0,0.0,0.0,0.052000000000000005,0.0168,0.08199999999999999,0.3507,0.027000000000000003,3.1468
2005-03-20,0.0,0.0,0.0,0.049,0.0132,0.08199999999999999,0.3486,0.027000000000000003,2.8393
2005-03-21,0.9,0.6,0.1,0.049,0.0226,0.073,0.3491,0.028,2.9406
2005-03-22,0.0,0.0,0.0,0.051,0.0269,0.086,0.3542,0.027000000000000003,3.0127
2005-03-23,1.8,2.4,5.5,0.054000000000000006,0.0272,0.098,0.3611,0.051,3.7301
2005-03-24,0.4,0.0,0.1,0.067,0.0191,0.079,0.3679,0.042,3.4502
2005-03-25,,0.0,0.0,0.052000000000000005,0.0205,0.09,0.3545,0.037000000000000005,2.884
2005-03-26,,0.0,0.0,0.046,0.0153,0.086,0.345,0.034,2.7179
2005-03-27,0.0,0.0,0.0,0.043,0.0115,0.086,0.3313,0.03,2.559
2005-03-28,0.0,0.0,0.0,0.042,0.013,0.081,0.3446,0.028,2.6938
2005-03-29,8.3,7.3,8.8,0.131,0.0172,0.101,0.4764,0.108,4.9501
2005-03-30,0.0,0.0,0.0,0.205,0.0155,0.113,0.4695,0.114,4.6378
2005-03-31,0.0,0.0,0.0,0.08900000000000001,0.0155,0.105,0.4015,0.045,3.5291
2005-04-01,0.0,0.0,0.0,0.064,0.0164,0.099,0.378,0.04,3.4998
2005-04-02,,0.0,0.0,0.061,0.0167,0.098,0.342,0.04,3.266
2005-04-03,0.0,0.0,0.0,0.056,0.0136,0.097,0.3312,0.038,3.04
2005-04-04,0.0,0.0,0.0,0.05,0.0111,0.053,0.3299,0.039,3.2877
2005-04-05,0.0,0.0,0.0,0.054000000000000006,0.016,0.043,0.3205,0.038,3.3160000000000003
2005-04-06,0.0,0.0,0.0,0.057,0.0179,0.039,0.3352,0.037000000000000005,3.4195
2005-04-07,0.0,0.0,0.0,0.059,0.0154,0.038,0.331,0.036000000000000004,3.5288
2005-04-08,13.7,3.0,1.3,0.07,0.0237,0.039,0.3621,0.044,4.0121
2005-04-09,0.0,0.1,0.0,0.08800000000000001,0.0189,0.048,0.4227,0.055,3.969
2005-04-10,0.0,0.0,0.0,0.07,0.018000000000000002,0.037000000000000005,0.4135,0.036000000000000004,3.1549
2005-04-11,0.0,0.0,0.0,0.061,0.0206,0.023,0.3691,0.033,3.3537
2005-04-12,0.0,0.0,0.0,0.062,0.0229,0.012,0.3579,0.032,3.3991
2005-04-13,0.0,0.0,0.0,0.06,0.0259,0.002,0.3677,0.034,3.4035
2005-04-14,0.0,0.0,0.3,0.062,0.0273,0.0,0.369,0.035,3.5188
2005-04-15,0.3,0.3,0.2,0.08800000000000001,0.0267,0.012,0.4476,0.039,3.7209
2005-04-16,0.0,0.0,0.0,0.13699999999999998,0.0245,0.036000000000000004,0.5962,0.045,4.5111
2005-04-17,0.0,0.0,0.0,0.059,0.0146,0.01,0.3336,0.035,3.3701
2005-04-18,,0.0,0.0,0.056,0.0139,0.0,0.3203,0.03,3.399
2005-04-19,0.0,0.0,0.0,0.053,0.0176,0.0,0.3212,0.027000000000000003,3.4487
2005-04-20,,0.0,0.0,0.041,0.0188,0.0,0.3211,0.029,3.458
2005-04-21,0.0,0.1,0.3,0.039,0.0211,0.0,0.3093,0.027000000000000003,3.4432
2005-04-22,0.1,0.0,0.0,0.041,0.0178,0.0,0.3257,0.034,3.3881
2005-04-23,0.0,0.0,0.0,0.037000000000000005,0.0247,0.0,0.2956,0.028,3.0656
2005-04-24,0.0,0.0,1.2,0.041,0.0237,0.006,0.2892,0.033,3.1442
2005-04-25,0.0,0.0,0.0,0.084,0.0204,0.009000000000000001,0.3496,0.045,3.4802
2005-04-26,0.0,0.0,,0.051,0.0217,0.0,0.3242,0.039,3.5165
2005-04-27,0.0,0.0,,0.033,0.0202,0.0,0.322,0.038,3.4301
2005-04-28,0.0,0.0,0.0,0.023,0.0181,0.0,0.342,0.037000000000000005,3.527
2005-04-29,0.0,0.0,0.0,0.024,0.0155,0.0,0.2707,0.036000000000000004,3.3132
2005-04-30,0.0,0.0,0.0,0.021,0.0195,0.0,0.2605,0.036000000000000004,3.1318
2005-05-01,,0.0,0.0,0.023,0.015,0.0,0.2906,0.036000000000000004,2.8871
2005-05-02,3.3,3.2,4.8,0.018000000000000002,0.0226,0.0,0.3314,0.036000000000000004,3.197
2005-05-03,0.0,0.0,0.0,0.027000000000000003,0.0274,0.0,0.3441,0.036000000000000004,3.7795
2005-05-04,0.0,0.2,0.0,0.027000000000000003,0.0304,0.0,0.3207,0.036000000000000004,3.3163
2005-05-05,,0.3,0.7,0.026,0.0173,0.008,0.2922,0.05,3.6407
2005-05-06,0.0,0.0,0.0,0.029,0.0093,0.019,0.2831,0.059,3.3191
2005-05-07,0.0,0.0,0.0,0.03,0.0108,0.017,0.2529,0.037000000000000005,3.0141
2005-05-08,0.0,0.0,0.0,0.031,0.0091,0.019,0.2529,0.036000000000000004,2.6705
2005-05-09,0.1,0.0,0.3,0.031,0.01,0.015,0.2807,0.033,2.8834
2005-05-10,0.0,0.0,0.0,0.033,0.0091,0.021,0.3569,0.029,3.1287
2005-05-11,0.0,0.0,0.0,0.03,0.0106,0.02,0.3442,0.028,3.2043
2005-05-12,0.0,0.0,0.0,0.03,0.0093,0.017,0.329,0.023,3.1455
2005-05-13,1.3,1.1,5.5,0.032,0.0092,0.006,0.3038,0.023,3.0937
2005-05-14,0.0,16.7,0.0,0.038,0.0089,0.002,0.2949,0.037000000000000005,3.6183
2005-05-15,4.3,1.7,1.7,0.037000000000000005,0.0092,0.0,0.2809,0.028,2.7183
2005-05-16,11.4,19.2,37.9,0.037000000000000005,0.0081,0.0,0.3149,0.026,3.2103
2005-05-17,11.7,13.1,40.1,0.511,0.0362,0.202,1.3032,1.625,10.9804
2005-05-18,0.0,0.0,0.0,0.166,0.0149,0.057,0.6964,0.108,7.1949
2005-05-19,0.0,19.7,0.0,0.068,0.0099,0.061,0.5277,0.037000000000000005,6.3281
2005-05-20,0.0,22.6,0.0,0.048,0.0082,0.044,0.3941,0.025,15.2287
2005-05-21,0.0,,0.0,0.031,0.008,0.022,0.3349,0.019,21.0734
2005-05-22,1.2,,2.0,0.085,0.0082,0.017,0.3037,0.017,21.2537
2005-05-23,0.0,0.0,0.0,0.109,0.0083,0.01,0.3494,0.017,21.6414
2005-05-24,0.0,0.0,0.0,0.053,0.0092,0.0,0.3217,0.004,21.6025
2005-05-25,0.0,0.0,0.0,0.016,0.0092,0.0,0.3133,0.0,10.7976
2005-05-26,0.0,1.1,0.0,0.014,0.0178,0.0,0.2809,0.0,2.4334
2005-05-27,0.0,0.0,0.0,0.012,0.0349,0.0,0.2707,0.0,2.3565
2005-05-28,0.0,0.0,0.0,0.011,0.0371,0.0,0.2605,0.0,2.1991
2005-05-29,0.0,0.0,0.0,0.011,0.0409,0.0,0.2603,0.0,2.0313
2005-05-30,,0.0,0.0,0.01,0.0428,0.0,0.2632,0.0,2.2105
2005-05-31,,0.0,0.0,0.012,0.0514,0.0,0.3394,0.0,2.4662
2005-06-01,,,0.0,0.012,0.0421,0.0,0.2884,0.0,2.5049
2005-06-02,0.0,2.5,0.0,0.01,0.0375,0.003,0.2625,0.0,2.5255
2005-06-03,0.0,0.0,0.0,0.011,0.0447,0.002,0.278,0.0,2.5372
2005-06-04,0.0,0.0,0.0,0.01,0.0395,0.0,0.3152,0.0,2.4275
2005-06-05,0.0,0.0,0.0,0.01,0.0445,0.0,0.2257,0.0,2.1977
2005-06-06,,0.0,0.0,0.011,0.0334,0.0,0.2481,0.0,2.387
2005-06-07,0.0,0.0,0.0,0.009000000000000001,0.0408,0.0,0.2093,0.0,2.5765
2005-06-08,0.0,0.0,0.0,0.008,0.0448,0.0,0.2374,0.0,2.5991
2005-06-09,0.0,0.0,0.0,0.008,0.0519,0.0,0.2532,0.0,2.6197
2005-06-10,0.0,0.0,0.0,0.008,0.05,0.0,0.3024,0.0,2.5803
2005-06-11,,0.0,0.0,0.009000000000000001,0.0578,0.0,0.2871,0.0,2.4272
2005-06-12,0.0,0.0,0.0,0.01,0.0498,0.0,0.3161,0.0,2.2981
2005-06-13,1.8,3.6,0.2,0.012,0.0398,0.0,0.3161,0.0,2.6622
2005-06-14,9.4,6.0,2.3,0.149,0.0465,0.029,0.5411,0.662,6.6867
2005-06-15,0.0,0.0,0.7,0.123,0.0319,0.008,0.3837,0.129,4.2927
2005-06-16,0.0,0.0,0.0,0.028,0.0315,0.0,0.3067,0.001,3.1829
2005-06-17,0.0,0.0,0.0,0.012,0.0315,0.0,0.2899,0.0,3.0533
2005-06-18,0.0,0.0,0.0,0.01,0.029,0.0,0.218,0.0,2.6865
2005-06-19,0.0,0.0,0.0,0.011,0.0288,0.0,0.1658,0.0,2.45
2005-06-20,0.1,0.0,0.1,0.012,0.0269,0.0,0.2595,0.0,2.8432
2005-06-21,0.0,0.0,0.0,0.015,0.0314,0.0,0.2446,0.0,2.9182
2005-06-22,0.0,0.0,0.0,0.013,0.0289,0.0,0.2229,0.0,3.0116
2005-06-23,0.0,0.0,0.0,0.012,0.032,0.0,0.2089,0.0,2.8901
2005-06-24,0.0,0.0,0.0,0.008,0.0227,0.0,0.1641,0.0,2.4042
2005-06-25,0.0,0.0,0.0,0.008,0.0221,0.0,0.135,0.0,2.2577
2005-06-26,0.0,0.0,0.0,0.009000000000000001,0.0257,0.0,0.1499,0.0,2.2523
2005-06-27,,0.0,0.0,0.009000000000000001,0.0176,0.0,0.1296,0.0,2.6221
2005-06-28,0.2,0.1,0.1,0.008,0.0266,0.0,0.1451,0.0,2.8719
2005-06-29,0.0,0.0,0.0,0.008,0.0267,0.0,0.1167,0.0,2.7627
2005-06-30,,0.0,0.0,0.008,0.0425,0.0,0.1858,0.0,2.7551
2005-07-01,0.4,0.0,0.0,0.009000000000000001,0.0456,0.0,0.1655,0.0,2.7624
2005-07-02,,0.0,0.0,0.013,0.0399,0.0,0.1751,0.0,2.5786
2005-07-03,0.0,0.0,0.0,0.012,0.0348,0.0,0.1374,0.0,2.3099
2005-07-04,,0.0,0.0,0.008,0.0322,0.0,0.1627,0.0,2.4759
2005-07-05,0.0,0.5,0.0,0.006,0.0116,0.0,0.1703,0.0,2.6063
2005-07-06,,0.0,0.0,0.004,0.0164,0.0,0.1285,0.0,2.6527
2005-07-07,0.6,0.3,,0.005,0.0382,0.0,0.1411,0.0,2.6918
2005-07-08,3.7,,,0.008,0.0431,0.0,0.1835,0.0,2.7445
2005-07-09,0.2,0.0,,0.011,0.0462,0.0,0.1851,0.0,4.013
2005-07-10,2.2,0.3,,0.086,0.051,0.0,0.2419,0.002,5.5793
2005-07-11,0.0,0.0,0.0,0.028,0.034,0.0,0.1793,0.0,2.6837
2005-07-12,0.0,0.0,0.0,0.012,0.0413,0.0,0.1888,0.0,2.4934
2005-07-13,0.0,0.0,0.0,0.01,0.0392,0.0,0.1547,0.0,2.7186
2005-07-14,0.0,0.0,0.0,0.009000000000000001,0.0416,0.0,0.2028,0.0,2.8401
2005-07-15,0.0,0.0,0.0,0.008,0.028,0.0,0.1671,0.0,2.8110000000000004
2005-07-16,0.0,0.0,0.0,0.006999999999999999,0.0336,0.0,0.1751,0.0,2.7198
2005-07-17,0.0,0.0,0.0,0.008,0.0362,0.0,0.1514,0.0,2.471
2005-07-18,0.0,0.0,0.0,0.008,0.028,0.0,0.1387,0.0,2.7935
2005-07-19,0.0,0.0,0.0,0.006999999999999999,0.0377,0.0,0.1527,0.0,2.8621
2005-07-20,0.0,0.0,0.0,0.003,0.0412,0.0,0.1313,0.0,3.0685
2005-07-21,0.0,0.0,0.0,0.005,0.0296,0.0,0.1352,0.0,3.0389
2005-07-22,0.0,0.0,0.0,0.005,0.0332,0.0,0.1277,0.0,3.0253
2005-07-23,0.0,0.0,0.0,0.006,0.0305,0.0,0.1084,0.0,2.9221
2005-07-24,0.0,0.0,0.0,0.006,0.0249,0.0,0.1148,0.0,2.7416
2005-07-25,0.0,0.0,0.0,0.006999999999999999,0.0311,0.0,0.1157,0.0,3.1214
2005-07-26,0.0,0.0,0.0,0.004,0.022729167,0.0,0.124729167,0.0,3.3531180560000005
2005-07-27,0.0,0.0,0.0,0.004,0.0221,0.0,0.1014,0.0,3.4849
2005-07-28,0.0,0.0,0.0,0.002,0.0158,0.0,0.1057,0.0,3.5328
2005-07-29,0.0,0.0,0.0,0.003,0.0249,0.0,0.1016,0.0,3.5489
2005-07-30,0.7,3.1,0.0,0.011,0.0287,0.0,0.1201,0.0,4.4791
2005-07-31,0.0,0.0,0.0,0.014,0.0328,0.0,0.1094,0.0,3.3572
2005-08-01,6.8,7.4,,0.01,0.0304,0.0,0.1552,0.0,4.084
2005-08-02,20.2,17.4,,0.063,0.0662,0.124,1.1391,1.106,10.0533
2005-08-03,0.0,0.0,,0.035,0.0175,0.027000000000000003,0.6906,0.149,2.1787
2005-08-04,0.0,0.0,0.0,0.011,0.016,0.0,0.2571,0.0,1.8622
2005-08-05,0.0,,0.0,0.008,0.0131,0.0,0.1909,0.0,2.1451
2005-08-06,0.0,22.0,0.0,0.008,0.0124,0.0,0.1626,0.0,1.7719999999999998
2005-08-07,0.0,0.0,0.0,0.008,0.0145,0.0,0.1824,0.0,2.823
2005-08-08,,0.0,1.3,0.008,0.0103,0.0,0.1826,0.0,3.8742
2005-08-09,0.7,0.8,,0.006999999999999999,0.014,0.0,0.1843,0.0,16.1492
2005-08-10,0.6,0.1,,0.008,0.0268,0.0,0.1926,0.0,8.9363
2005-08-11,0.6,0.1,4.0,0.009000000000000001,0.0175,0.0,0.1829,0.0,3.2554
2005-08-12,0.0,0.0,0.0,0.022,0.0154,0.0,0.171,0.0,2.1862
2005-08-13,0.0,0.0,0.0,0.011,0.0197,0.0,0.1326,0.0,1.9266
2005-08-14,0.0,0.0,0.0,0.006999999999999999,0.0257,0.0,0.1231,0.0,2.0438
2005-08-15,,0.0,0.0,0.006999999999999999,0.0204,0.0,0.1381,0.0,2.2915
2005-08-16,0.2,0.0,0.0,0.006999999999999999,0.0168,0.0,0.1538,0.0,2.4621
2005-08-17,2.0,0.5,4.0,0.006999999999999999,0.0169,0.0,0.1955,0.0,2.4278
2005-08-18,0.0,0.1,0.3,0.006,0.0279,0.0,0.1658,0.001,3.3916
2005-08-19,0.1,5.9,0.0,0.014,0.0306,0.0,0.1693,0.001,2.7269
2005-08-20,,1.3,0.5,0.188,0.0191,0.016,0.2959,0.145,3.9811
2005-08-21,0.0,0.0,0.0,0.162,0.0205,0.01,0.303,0.086,3.5224
2005-08-22,0.0,0.0,0.0,0.027000000000000003,0.0154,0.0,0.1702,0.0,2.7102
2005-08-23,0.0,0.0,0.0,0.016,0.0172,0.0,0.1577,0.0,2.6179
2005-08-24,0.0,0.0,0.0,0.013,0.0119,0.0,0.1341,0.0,2.6052
2005-08-25,0.0,0.0,0.0,0.011,0.0177,0.0,0.1377,0.0,2.537
2005-08-26,0.0,0.0,0.0,0.01,0.0144,0.0,0.1388,0.0,2.5665
2005-08-27,10.5,3.5,36.0,0.011,0.0181,0.001,0.1664,0.045,4.4142
2005-08-28,0.0,0.0,0.0,0.013,0.0245,0.0,0.1667,0.027000000000000003,3.98239
2005-08-29,0.0,0.0,0.0,0.013,0.0233,0.0,0.1386,0.0,2.51773
2005-08-30,0.0,0.0,0.0,0.011,0.0221,0.0,0.1461,0.0,2.72866
2005-08-31,0.0,0.0,0.0,0.01,0.0236,0.0,0.174,0.0,2.82978
2005-09-01,0.0,,0.0,0.01,0.022,0.0,0.1168,0.0,2.8674
2005-09-02,0.0,0.0,0.0,0.01,0.0238,0.0,0.1246,0.0,2.4476
2005-09-03,0.0,0.0,0.0,0.01,0.029,0.0,0.1152,0.0,1.9259
2005-09-04,0.0,0.0,0.0,0.009000000000000001,0.0256,0.0,0.13,0.0,1.8632
2005-09-05,39.1,19.9,28.1,0.006999999999999999,0.0306,0.0,0.1332,0.0,1.9962
2005-09-06,0.0,1.9,1.7,0.228,0.0236,0.05,0.7219,0.462,5.3168
2005-09-07,18.9,18.5,23.8,0.054000000000000006,0.0456,0.027000000000000003,0.449,0.606,8.23
2005-09-08,15.3,12.7,1.2,0.382,0.0414,0.16699999999999998,0.9638,1.537,9.23
2005-09-09,0.0,0.0,0.0,0.09,0.0261,0.047,0.3211,0.127,10.18231
2005-09-10,2.5,0.0,0.0,0.048,0.0284,0.048,0.2644,0.021,6.71105
2005-09-11,0.0,0.0,0.0,0.041,0.0229,0.031,0.2241,0.0,4.6847
2005-09-12,0.0,0.0,0.0,0.064,0.0168,0.018000000000000002,0.2162,0.0,5.16265
2005-09-13,1.8,11.8,10.7,0.1,0.0216,0.006999999999999999,0.2634,0.4370000000000001,5.7447
2005-09-14,0.0,0.0,0.0,0.12,0.0217,0.025,0.404,0.07200000000000001,4.4142
2005-09-15,0.0,0.0,0.0,0.046,0.0204,0.024,0.2811,0.018000000000000002,2.4476
2005-09-16,5.5,6.5,6.7,0.033,0.0187,0.014,0.2604,0.001,2.6052
2005-09-17,11.0,7.3,23.2,0.4370000000000001,0.033,0.068,0.7487,0.633,2.9162
2005-09-18,0.0,0.0,0.0,0.411,0.0249,0.044,0.3384,0.08900000000000001,11.8026
2005-09-19,0.0,,0.0,0.07400000000000001,0.0223,0.085,0.2972,0.025,7.4054600000000015
2005-09-20,0.0,0.0,0.0,0.052000000000000005,0.0258,0.086,0.2571,0.011,6.6154600000000015
2005-09-21,0.0,0.0,0.0,0.042,0.0243,0.07,0.2792,0.001,6.24653
2005-09-22,0.0,0.0,0.0,0.038,0.0199,0.053,0.2784,0.0,5.62006
2005-09-23,0.0,0.0,0.0,0.038,0.031,0.035,0.2528,0.0,5.1081400000000015
2005-09-24,,0.0,0.0,0.038,0.0241,0.026,0.2126,0.0,4.38687
2005-09-25,11.5,9.6,39.2,0.06,0.025,0.138,0.4492,2.34,4.2726
2005-09-26,0.0,0.0,0.0,0.159,0.0266,0.116,0.8485,0.741,10.59174
2005-09-27,0.0,0.0,0.0,0.064,0.0225,0.062,0.3315,0.073,3.99304
2005-09-28,0.0,0.0,0.0,0.047,0.0248,0.039,0.307,0.04,3.32462
2005-09-29,,3.2,0.0,0.038,0.0271,0.02,0.3039,0.19,2.9469
2005-09-30,0.0,0.0,,0.033,0.0233,0.008,0.3064,0.042,2.81732
2005-10-01,,1.8,,0.027000000000000003,0.0247,0.011,0.2631,0.03,2.41756
2005-10-02,0.0,,,0.027000000000000003,0.0152,0.034,0.2496,0.027000000000000003,2.32294
2005-10-03,0.0,0.0,,0.025,0.0212,0.026,0.22,0.025,2.1853
2005-10-04,0.0,0.0,,0.023,0.0291,0.005,0.239,0.025,2.7052
2005-10-05,0.2,8.1,,0.025,0.0363,0.0,0.2459,0.022,2.7619
2005-10-06,0.0,0.2,,0.023,0.0362,0.063,0.253,0.022,3.0254
2005-10-07,0.0,0.0,,0.023,0.034,0.041,0.2867,0.023,2.9782
2005-10-08,0.0,2.5,,0.022,0.0397,0.013,0.2418,0.022,2.7076
2005-10-09,0.0,0.0,,0.018000000000000002,0.0368,0.001,0.2022,0.021,2.4981
2005-10-10,2.1,0.7,,0.018000000000000002,0.0361,0.001,0.2163,0.02,2.7417
